"lang" 
{ 
"Language" "English" 
"TF_SOLDIER_DEFEND_CAP_THIRTY_TIMES_NAME"	"Hamburger Hill"
"TF_SOLDIER_DEFEND_CAP_THIRTY_TIMES_DESC"	"Defend a cap point 30 times."
"TF_SOLDIER_GIB_GRIND_NAME"			"Frags of our Fathers"
"TF_SOLDIER_GIB_GRIND_DESC"			"Gib 1000 people."
"TF_SOLDIER_RJ_EQUALIZER_KILL_NAME"		"Duty Bound"
"TF_SOLDIER_RJ_EQUALIZER_KILL_DESC"		"While rocket jumping kill an enemy with the Equalizer before you land or just after landing."
"TF_SOLDIER_BUFF_TEAMMATES_NAME"		"The Boostie Boys"
"TF_SOLDIER_BUFF_TEAMMATES_DESC"		"Buff 15 teammates with the Buff Banner in a single life."
"TF_SOLDIER_KILL_DEMOMAN_GRIND_NAME"		"Out, Damned Scot!"
"TF_SOLDIER_KILL_DEMOMAN_GRIND_DESC"		"Kill 500 enemy Demomen"
"TF_SOLDIER_KILL_PYRO_NAME"			"Backdraft Dodger"
"TF_SOLDIER_KILL_PYRO_DESC"			"Kill a Pyro who has airblasted one of your rockets in the last 10 seconds."
"TF_SOLDIER_EQUALIZER_STREAK_NAME"		"Ain't Got Time to Bleed"
"TF_SOLDIER_EQUALIZER_STREAK_DESC"		"Kill 3 players with the Equalizer in a single life without being healed."
"TF_SOLDIER_KILL_WITH_EQUALIZER_WHILE_HURT_NAME""Near Death Experience"
"TF_SOLDIER_KILL_WITH_EQUALIZER_WHILE_HURT_DESC""Kill 20 enemies with your Equalizer while you have less than 25 health."
"TF_SOLDIER_BOUNCE_THEN_SHOTGUN_NAME"		"For Whom the Shell Trolls"
"TF_SOLDIER_BOUNCE_THEN_SHOTGUN_DESC"		"Bounce an opponent into the air with a rocket and then kill them with the shotgun before they land."
"TF_SOLDIER_KILL_AIRBORNE_WITH_DIRECT_HIT_NAME"	"Death From Below"
"TF_SOLDIER_KILL_AIRBORNE_WITH_DIRECT_HIT_DESC"	"Kill 10 opponents who are airborne with the Direct Hit."
"TF_SOLDIER_FREEZECAM_TAUNT_NAME"		"Worth a Thousand Words"
"TF_SOLDIER_FREEZECAM_TAUNT_DESC"		"Provide the enemy with a freezecam of your 21 gun salute."
"TF_SOLDIER_DUO_SOLDIER_KILLS_NAME"		"Brothers in Harms"
"TF_SOLDIER_DUO_SOLDIER_KILLS_DESC"		"Kill 10 enemies while assisting or being assisted by another Soldier."
"TF_SOLDIER_MVP_NAME"				"Medals of Honor"
"TF_SOLDIER_MVP_DESC"				"Finish a round as an MVP on a team of 6 or more players 10 times."
"TF_SOLDIER_RIDE_THE_CART_NAME"			"Ride of the Valkartie"
"TF_SOLDIER_RIDE_THE_CART_DESC"			"Ride the cart for 30 seconds."
"TF_SOLDIER_ASSIST_MEDIC_UBER_NAME"		"S*M*A*S*H"
"TF_SOLDIER_ASSIST_MEDIC_UBER_DESC"		"Assist a Medic in exploding 5 enemies with a single ÜberCharge."

// Demoman Achievement Pack
"TF_DEMOMAN_KILL_SOLDIER_GRIND_NAME"		"Kilt in Action"
"TF_DEMOMAN_KILL_SOLDIER_GRIND_DESC"		"Kill 500 enemy Soldiers"
"TF_DEMOMAN_DESTROY_BUILDINGS_WITH_MEDIC_NAME"	"Tam O'Shatter"
"TF_DEMOMAN_DESTROY_BUILDINGS_WITH_MEDIC_DESC"	"Destroy 5 enemy Engineer buildings during a single ÜberCharge from a Medic."
"TF_DEMOMAN_DECAPITATE_CLOAKED_SPY_NAME"	"Shorn Connery"
"TF_DEMOMAN_DECAPITATE_CLOAKED_SPY_DESC"	"Decapitate a cloaked Spy."
"TF_DEMOMAN_KILL_X_WITH_DIRECTPIPE_NAME"	"Laddy Macdeth"
"TF_DEMOMAN_KILL_X_WITH_DIRECTPIPE_DESC"	"Kill 50 enemies with direct hits from the Grenade Launcher."
"TF_DEMOMAN_BOUNCE_AND_KILL_NAME"		"Caber Toss"
"TF_DEMOMAN_BOUNCE_AND_KILL_DESC"		"Bounce an enemy into the air and kill them before they land."
"TF_DEMOMAN_DECAPITATE_PLAYERS_NAME"		"Brainspotting"
"TF_DEMOMAN_DECAPITATE_PLAYERS_DESC"		"Decapitate 50 enemy players."
"TF_DEMOMAN_DECAPITATE_PLAYERS_FAST_NAME"	"Left 4 Heads"
"TF_DEMOMAN_DECAPITATE_PLAYERS_FAST_DESC"	"Decapitate 4 players with only 10 seconds between each kill."
"TF_DEMOMAN_DUO_DEMOMAN_KILLS_NAME"		"Well Plaid!"
"TF_DEMOMAN_DUO_DEMOMAN_KILLS_DESC"		"Kill 10 enemies while assisting or being assisted by another Demoman."
"TF_DEMOMAN_KILL_TWO_DURING_STICKYJUMP_NAME"	"Double Mauled Scotch"
"TF_DEMOMAN_KILL_TWO_DURING_STICKYJUMP_DESC"	"Kill 2 people in a single sticky jump."
"TF_DEMOMAN_KILL_PLAYER_AFTER_TP_NAME"		"Loch Ness Bombster"
"TF_DEMOMAN_KILL_PLAYER_AFTER_TP_DESC"		"Kill an enemy player with sticky bombs within 5 seconds of them teleporting."
"TF_DEMOMAN_DOMINATE_THREE_ENGINEERS_NAME"	"Three Times a Laddy"
"TF_DEMOMAN_DOMINATE_THREE_ENGINEERS_DESC"	"Dominate 3 Engineers."
"TF_DEMOMAN_KILL_BUILDING_DIRECT_HIT_NAME"	"Blind Fire"
"TF_DEMOMAN_KILL_BUILDING_DIRECT_HIT_DESC"	"Destroy an Engineer building that you can't see with a direct hit from your Grenade Launcher."
"TF_DEMOMAN_MELEE_KILL_WHILE_STICKYJUMPING_NAME""The Scottish Play"
"TF_DEMOMAN_MELEE_KILL_WHILE_STICKYJUMPING_DESC""Get a melee kill while sticky jumping."
"TF_DEMOMAN_KILL_ENGI_SENTRY_DISPENSER_NAME"	"The Argyle Sap"
"TF_DEMOMAN_KILL_ENGI_SENTRY_DISPENSER_DESC"	"Blow up an Engineer, his sentry gun, and his dispenser with a single Sticky bomb detonation."
"TF_DEMOMAN_DECAPITATE_EQUALIZER_NAME"		"Slammy Slayvis Woundya"
"TF_DEMOMAN_DECAPITATE_EQUALIZER_DESC"		"Decapitate an enemy Soldier who is brandishing the Equalizer."
"TF_DEMOMAN_DECAPITATE_NEMESIS_NAME"		"There Can Be Only One"
"TF_DEMOMAN_DECAPITATE_NEMESIS_DESC"		"Decapitate your nemesis."
"TF_DEMOMAN_DAMAGE_GRIND_NAME"			"Tartan Spartan"
"TF_DEMOMAN_DAMAGE_GRIND_DESC"			"Do 1 million points of total blast damage."
"TF_DEMOMAN_KILL_X_CAPPING_ONEDET_NAME"		"Scotch Guard"
"TF_DEMOMAN_KILL_X_CAPPING_ONEDET_DESC"		"Kill 3 enemies capping or pushing a cart in a single Stickybomb detonation 3 separate times."
"TF_DEMOMAN_KILL_X_DEFENDING_NAME"		"Bravehurt"
"TF_DEMOMAN_KILL_X_DEFENDING_DESC"		"Kill 25 players defending a capture point or cart."
"TF_DEMOMAN_DESTROY_BUILDINGS_GRIND_NAME"	"Cry Some Moor!"
"TF_DEMOMAN_DESTROY_BUILDINGS_GRIND_DESC"	"Destroy 50 buildings."
"TF_DEMOMAN_KILL_X_HEAVIES_FULLHP_ONEDET_NAME"	"The Stickening"
"TF_DEMOMAN_KILL_X_HEAVIES_FULLHP_ONEDET_DESC"	"Kill 3 Heavies from full health with a single sticky bomb detonation."
"TF_DEMOMAN_KILL_X_SCOUTS_PYROS_NAME"		"Glasg0wned"
"TF_DEMOMAN_KILL_X_SCOUTS_PYROS_DESC"		"Kill 25 Scouts and Pyros with the Grenade Launcher."
"TF_DEMOMAN_TAUNT_KILL_NAME"			"Scotch Tap"
"TF_DEMOMAN_TAUNT_KILL_DESC"			"Glory in the slaughter of your enemies using the Eyelander."
"TF_DEMOMAN_CHARGE_KILL_NAME"			"The Targe Charge"
"TF_DEMOMAN_CHARGE_KILL_DESC"			"Charge and kill someone with your shield bash."
"TF_DEMOMAN_CRIT_SWORD_KILL_NAME"		"Beat Me Up, Scotty"
"TF_DEMOMAN_CRIT_SWORD_KILL_DESC"		"Use a critical swing with the Eyelander to kill 5 enemy players."
"TF_DEMOMAN_AIR_BURST_KILLS_NAME"		"Something Stickied This Way Comes"
"TF_DEMOMAN_AIR_BURST_KILLS_DESC"		"Kill 30 players with air burst sticky bombs."
"TF_DEMOMAN_STICKYJUMP_CAP_NAME"		"The High Road"
"TF_DEMOMAN_STICKYJUMP_CAP_DESC"		"Sticky jump onto a cap point and capture it."
"TF_DEMOMAN_FREEZECAM_SMILE_NAME"		"Bloody Merry"
"TF_DEMOMAN_FREEZECAM_SMILE_DESC"		"Provide an enemy player with a freeze cam of your smiling face."
"TF_DEMOMAN_FREEZECAM_RUMP_NAME"		"Second Eye"
"TF_DEMOMAN_FREEZECAM_RUMP_DESC"		"Provide an enemy player with a freeze cam of you shaking your rump."
"TF_DEMOMAN_ENVIRONMENTAL_KILL_NAME"		"He Who Celt It"
"TF_DEMOMAN_ENVIRONMENTAL_KILL_DESC"		"Use the Sticky Launcher to kill an enemy player via environmental damage."
"TF_DEMOMAN_DESTROY_X_STICKYBOMBS_NAME"		"Robbed Royal"
"TF_DEMOMAN_DESTROY_X_STICKYBOMBS_DESC"		"Destroy 100 enemy sticky bombs with the Scottish Resistance."
"TF_DEMOMAN_STICKJUMP_DISTANCE_NAME"		"Highland Fling"
"TF_DEMOMAN_STICKJUMP_DISTANCE_DESC"		"Sticky jump a really long way..."
"TF_DEMOMAN_KILL3_WITH_DETONATION_NAME"		"Pipebagger"
"TF_DEMOMAN_KILL3_WITH_DETONATION_DESC"		"Kill at least three players with a single detonation of sticky bombs."
"TF_DEMOMAN_KILLXSAPPINGSPIES_NAME"		"Spynal Tap"
"TF_DEMOMAN_KILLXSAPPINGSPIES_DESC"		"Kill 20 spies within 5 seconds of them sapping a friendly building."
"TF_DEMOMAN_KILL3_WITH_PIPE_SETUPS_NAME"	"Sticky Thump"
"TF_DEMOMAN_KILL3_WITH_PIPE_SETUPS_DESC"	"Using the Scottish Resistance, kill 3 players in separate explosions without placing new sticky bombs."
"TF_DEMOMAN_ACHIEVE_PROGRESS1_NAME"		"Demoman Milestone 1"
"TF_DEMOMAN_ACHIEVE_PROGRESS1_DESC"		"Achieve 5 of the achievements in the Demoman pack."
"TF_DEMOMAN_ACHIEVE_PROGRESS2_NAME"		"Demoman Milestone 2"
"TF_DEMOMAN_ACHIEVE_PROGRESS2_DESC"		"Achieve 11 of the achievements in the Demoman pack."
"TF_DEMOMAN_ACHIEVE_PROGRESS3_NAME"		"Demoman Milestone 3"
"TF_DEMOMAN_ACHIEVE_PROGRESS3_DESC"		"Achieve 17 of the achievements in the Demoman pack."

// Engineer Achievement Pack
"TF_ENGINEER_ACHIEVE_PROGRESS1_NAME"				"Engineer Milestone 1"
"TF_ENGINEER_ACHIEVE_PROGRESS1_DESC"				"Achieve 5 of the achievements in the Engineer pack."
"TF_ENGINEER_ACHIEVE_PROGRESS2_NAME"				"Engineer Milestone 2"
"TF_ENGINEER_ACHIEVE_PROGRESS2_DESC"				"Achieve 11 of the achievements in the Engineer pack."
"TF_ENGINEER_ACHIEVE_PROGRESS3_NAME"				"Engineer Milestone 3"
"TF_ENGINEER_ACHIEVE_PROGRESS3_DESC"				"Achieve 17 of the achievements in the Engineer pack."
"TF_ENGINEER_TELEPORT_GRIND_NAME"				"Battle Rustler"
"TF_ENGINEER_TELEPORT_GRIND_DESC"				"Teleport 100 team members into battle."
"TF_ENGINEER_DISPENSER_EXTINGUISH_NAME"				"The Extinguished Gentleman"
"TF_ENGINEER_DISPENSER_EXTINGUISH_DESC"				"Have dispensers you built extinguish 20 burning players."
"TF_ENGINEER_REVENGE_CRIT_SENTRY_KILLER_NAME"			"Revengineering"
"TF_ENGINEER_REVENGE_CRIT_SENTRY_KILLER_DESC"			"Use a revenge crit to kill the enemy player that destroyed your sentry gun."
"TF_ENGINEER_MANUAL_CLOAKED_SPY_KILL_NAME"			"Search Engine"
"TF_ENGINEER_MANUAL_CLOAKED_SPY_KILL_DESC"			"Kill 3 cloaked Spies with a sentry gun under control of your Wrangler."
"TF_ENGINEER_MANUAL_SENTRY_KILLS_BEYOND_RANGE_NAME"		"Pownd on the Range"
"TF_ENGINEER_MANUAL_SENTRY_KILLS_BEYOND_RANGE_DESC"		"Kill 10 enemies outside the normal sentry gun range using the Wrangler."
"TF_ENGINEER_MANUAL_SENTRY_ABSORB_DMG_NAME"			"Building Block"
"TF_ENGINEER_MANUAL_SENTRY_ABSORB_DMG_DESC"			"Have a sentry shielded by the Wrangler absorb 500 damage without being destroyed."
"TF_ENGINEER_REVENGE_CRIT_LIFE_NAME"				"Unforgiven"
"TF_ENGINEER_REVENGE_CRIT_LIFE_DESC"				"Kill 3 enemies with revenge crits without dying."
"TF_ENGINEER_KILL_SPY_TWO_SAPPERS_NAME"				"Quick Draw"
"TF_ENGINEER_KILL_SPY_TWO_SAPPERS_DESC"				"Kill a spy and two sappers within 10 seconds."
"TF_ENGINEER_KILL_DISGUISED_SPY_NAME"				"The Wrench Connection"
"TF_ENGINEER_KILL_DISGUISED_SPY_DESC"				"Kill a disguised spy with your Wrench."
"TF_ENGINEER_UPGRADE_BUILDINGS_NAME"				"Silent Pardner"
"TF_ENGINEER_UPGRADE_BUILDINGS_DESC"				"Upgrade 50 buildings built by other team members."
"TF_ENGINEER_DESTROY_SAPPERS_NAME"				"Fistful of Sappers"
"TF_ENGINEER_DESTROY_SAPPERS_DESC"				"Destroy 25 sappers on buildings built by other team members."
"TF_ENGINEER_REPAIR_SENTRY_W_MEDIC_NAME"			"Doc, Stock, and Barrel"
"TF_ENGINEER_REPAIR_SENTRY_W_MEDIC_DESC"			"Repair a sentry gun under fire while being healed by a Medic."
"TF_ENGINEER_SENTRY_KILL_LIFETIME_GRIND_NAME"			"Best Little Slaughterhouse in Texas"
"TF_ENGINEER_SENTRY_KILL_LIFETIME_GRIND_DESC"			"Rack up 5000 kills with your sentry guns."
"TF_ENGINEER_SENTRY_AVENGES_YOU_NAME"				"Frontier Justice"
"TF_ENGINEER_SENTRY_AVENGES_YOU_DESC"				"Have your sentry kill the enemy that just killed you within 10 seconds."
"TF_ENGINEER_FREEZECAM_TAUNT_NAME"				"Six-String Stinger"
"TF_ENGINEER_FREEZECAM_TAUNT_DESC"				"Provide an enemy player with a freeze cam of your guitar playing skills."
"TF_ENGINEER_FREEZECAM_SENTRY_NAME"				"Uncivil Engineer"
"TF_ENGINEER_FREEZECAM_SENTRY_DESC"				"Provide an enemy player with a freeze cam of you and the sentry that just killed them."
"TF_ENGINEER_SHOTGUN_KILL_PREV_SENTRY_TARGET_NAME"		"Texas Two-Step"
"TF_ENGINEER_SHOTGUN_KILL_PREV_SENTRY_TARGET_DESC"		"Use your shotgun to finish off an enemy recently damaged by your sentry gun."
"TF_ENGINEER_DISPENSER_HEAL_GROUP_NAME"				"Doc Holiday"
"TF_ENGINEER_DISPENSER_HEAL_GROUP_DESC"				"Have a dispenser heal 3 teammates at the same time."
"TF_ENGINEER_SENTRY_KILL_CAPS_NAME"				"No Man's Land"
"TF_ENGINEER_SENTRY_KILL_CAPS_DESC"				"Use a sentry gun to kill 25 enemy players that are capturing a point."
"TF_ENGINEER_KILL_FLAG_CARRIERS_NAME"				"Trade Secrets"
"TF_ENGINEER_KILL_FLAG_CARRIERS_DESC"				"Kill 20 players carrying the intelligence."
"TF_ENGINEER_WASTE_METAL_GRIND_NAME"				"Death Metal"
"TF_ENGINEER_WASTE_METAL_GRIND_DESC"				"Pick up 10,000 waste metal from pieces of destroyed buildings."
"TF_ENGINEER_HELP_BUILD_STRUCTURE_NAME"				"Land Grab"
"TF_ENGINEER_HELP_BUILD_STRUCTURE_DESC"				"Help a teammate construct a building."
"TF_ENGINEER_REMOVE_SAPPER_LONG_DIST_NAME"			"Get Along!"
"TF_ENGINEER_REMOVE_SAPPER_LONG_DIST_DESC"			"Manage to get to and then remove a sapper placed on your building while you were several meters away."
"TF_ENGINEER_DESTROY_STICKIES_NAME"				"How the Pests Was Gunned"
"TF_ENGINEER_DESTROY_STICKIES_DESC"				"Destroy 50 enemy stickybombs lying in range of friendly buildings."
"TF_ENGINEER_TAUNT_KILL_NAME"					"Honky Tonk Man"
"TF_ENGINEER_TAUNT_KILL_DESC"					"Smash an enemy player's head in with your guitar."
"TF_ENGINEER_KILL_SNIPERS_SENTRY_NAME"				"Breaking Morant"
"TF_ENGINEER_KILL_SNIPERS_SENTRY_DESC"				"Kill 10 Snipers with a sentry gun under control of your Wrangler."
"TF_ENGINEER_HELP_MANUAL_SENTRY_NAME"				"Rio Grind"
"TF_ENGINEER_HELP_MANUAL_SENTRY_DESC"				"Perform 50 repairs and/or reloads on a Sentry gun being Wrangled by another Engineer."
"TF_ENGINEER_KILL_SENTRY_WITH_SENTRY_NAME"			"Patent Protection"
"TF_ENGINEER_KILL_SENTRY_WITH_SENTRY_DESC"			"Destroy an enemy Engineer's sentry gun with a sentry under control of your Wrangler."
"TF_ENGINEER_MOVE_SENTRY_GET_KILL_NAME"				"If You Build It, They Will Die"
"TF_ENGINEER_MOVE_SENTRY_GET_KILL_DESC"				"Haul a level 3 sentry gun into a position where it achieves a kill shortly after being redeployed."
"TF_ENGINEER_BUILDING_CARRY_NAME"				"Texas Ranger"
"TF_ENGINEER_BUILDING_CARRY_DESC"				"Haul buildings 1 km over your career."
"TF_ENGINEER_KILL_ASSIST_NAME"					"Deputized"
"TF_ENGINEER_KILL_ASSIST_DESC"					"Get 10 assists with another Engineer where a sentry gun was involved in the kill."
"TF_ENGINEER_DISPENSER_HEAL_GRIND_NAME"				"Drugstore Cowboy"
"TF_ENGINEER_DISPENSER_HEAL_GRIND_DESC"				"Have dispensers you created dispense a combined amount of 100,000 health over your career."
"TF_ENGINEER_REPAIR_TEAM_GRIND_NAME"				"Circle the Wagons"
"TF_ENGINEER_REPAIR_TEAM_GRIND_DESC"				"Repair 50,000 damage to friendly buildings constructed by other players."
"TF_ENGINEER_TANK_DAMAGE_NAME"					"Built to Last"
"TF_ENGINEER_TANK_DAMAGE_DESC"					"Help a single building tank over 2000 damage without being destroyed."
"TF_ENGINEER_HEAVY_ASSIST_NAME"					"(Not So) Lonely Are the Brave"
"TF_ENGINEER_HEAVY_ASSIST_DESC"					"Keep a Heavy healed with your dispenser while he gains 5 kills."

// General/promotional achievements.
"TF_GENERAL_KILL_ENEMIES_AFTER_TELEPORTING_NAME"	"Riftwalker"
"TF_GENERAL_KILL_ENEMIES_AFTER_TELEPORTING_DESC"	"Kill an enemy within 5 seconds of you traveling through an Engineer's teleporter."

"round_info_header" 		"Territorial Control Map"

"Hydro_BLU_captured_Dam" 		"BLU has captured the Dam"
"Hydro_BLU_captured_RadarDish" 	"BLU has captured the Radar Dish"
"Hydro_BLU_captured_PowerPlant" "BLU has captured the Power Plant"
"Hydro_BLU_captured_Warehouse" 	"BLU has captured the Warehouse"

"Hydro_RED_captured_Dam" 		"RED has captured the Dam"
"Hydro_RED_captured_RadarDish" 	"RED has captured the Radar Dish"
"Hydro_RED_captured_PowerPlant"	"RED has captured the Power Plant"
"Hydro_RED_captured_Warehouse" 	"RED has captured the Warehouse"

"Hydro_attack_Dam"			"Prepare to attack the Dam!"
"Hydro_attack_RadarDish"	"Prepare to attack the Radar Dish!"
"Hydro_attack_PowerPlant"	"Prepare to attack the Power Plant!"
"Hydro_attack_Warehouse"	"Prepare to attack the Warehouse!"
"Hydro_attack_BLU_base"		"Prepare to attack the BLU Base!"
"Hydro_attack_RED_base"		"Prepare to attack the RED Base!"
"Hydro_defend_BLU_base"		"Prepare to defend the BLU Base!"
"Hydro_defend_RED_base"		"Prepare to defend the RED Base!"

// Chapter titles used for commentary loading
"GAMEUI_Commentary_Console_Explanation"	"'Commentary nodes' contain commentary by the Valve development team. To start or stop a node, aim at any balloon icon and press your PRIMARY FIRE button."
"tf_Chapter1_Title"		"Hydro"
"tf_Chapter2_Title"		"Gravel Pit"
"tf_Chapter3_Title"		"Well"
"tf_Chapter4_Title"		"Granary"
"tf_Chapter5_Title"		"2Fort"
"tf_Chapter6_Title"		"Dustbowl"

// Strings used in materials
"TF_Battlements"		"Battlements"
"TF_ControlPoint"		"Control Point"
"TF_CapturePoint"		"Capture Point"
"TF_CaptureZone"		"Capture Zone"
"TF_Resupply"			"Resupply"
"TF_Intelligence"		"Intelligence"
"TF_Exit"			"Exit"

"Leaderboard_BestMoments"		"BEST MOMENTS"

"TF_Timelimit"			"Time per map (minutes)"
"TF_WinLimit"			"Win limit (score)"
"TF_MaxRounds"			"Round limit (rounds)"

"TF_TeamCount"			"Other players on your team"

"Cannot_Be_Spectator"			"This server does not allow spectating"

//----------------------------------------------------------------------------------------
// Items
"TF_Open_Charinfo"			"Open Character Loadout"
"TF_Open_Charinfo_Backpack"	"Open Backpack"
"TF_Quickswitch"			"Loadout Quickswitch"

"Item"				"Item"
"SelectedItemNumber"		"#%selecteditem%"
"NewItemsAcquired"		"%numitems% NEW ITEMS ACQUIRED!"
"NewItemAcquired"		"NEW ITEM ACQUIRED!"
"NewItemsCrafted"		"%numitems% NEW ITEMS CRAFTED!"
"NewItemCrafted"		"NEW ITEM CRAFTED!"
"TF_HasNewItems"		"You have new items!"

// These pickup strings have control characters embedded to set colors.
// The control characters can be copied and pasted in notepad.
//  = 0x01 (SOH) - Use default color from this point forward
//  = 0x02 (STX) - Use a highlight color from this point forward
"NewItemMethod_Dropped"			"You Found:"
"NewItemMethod_Crafted"			"You Crafted:"
"NewItemMethod_Traded"			"You Traded for:"
"NewItemMethod_Purchased"		"You Purchased:"
"NewItemMethod_FoundInCrate"	"You Unboxed:"
"NewItemMethod_Gifted"			"You Received a Gift:"
"NewItemMethod_Promotion"		"You Received a Store Promotion Item:"
"NewItemMethod_Earned"			"You Earned:"
"NewItemMethod_Refunded"		"You Were Refunded:"
"NewItemMethod_Support"			"Customer Support Granted You:"

"NextItem"				"VIEW\nNEXT >"
"PreviousItem"			"VIEW\n< PREV"
"CloseItemPanel"		"OK, RESUME GAME"
"OpenSpecificLoadout"	"OPEN %s1 LOADOUT..."
"OpenGeneralLoadout"	"OPEN LOADOUT..."
"OpenBackpack"			"OPEN BACKPACK..."

"CharInfoAndSetup"		"CHARACTER INFO AND SETUP"
"Loadout"				"LOADOUT"
"Armory"				"MANN CO. CATALOG"
"Stats"					"STATS"
"Achievements"			"ACHIEVEMENTS"

"Loadout_OpenBackpack"		"Open your Backpack"
"Loadout_OpenBackpackDesc"	"(%s1 ITEMS INSIDE)"
"Loadout_OpenBackpackDesc1"	"(1 ITEM INSIDE)"
"Loadout_OpenCrafting"		"Open the Crafting screen"
"Loadout_OpenCraftingDesc"	"CONSTRUCT NEW ITEMS BY\nCOMBINING ITEMS IN YOUR BACKPACK"
"Loadout_OpenTrading"		"Open the Trading screen"
"Loadout_OpenTradingDesc"	"TRADE ITEMS IN YOUR BACKPACK\nWITH OTHER PLAYERS"
"Loadout_OpenArmory"		"Open the Mann Co. Catalog"
"Loadout_OpenArmoryDesc"	"BROWSE THE ITEMS FOUND\nIN THE TF2 UNIVERSE"

"CharacterLoadout"		"CHARACTER LOADOUT"
"EditLoadout"			"EDIT LOADOUT"
"SelectClassLoadout"	"SELECT A CLASS TO MODIFY LOADOUT"
"NoSteamNoItems"		"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"LoadoutChangesUpdate"	"NOTE: LOADOUT CHANGES WILL TAKE EFFECT ON RESPAWN."
"EquipYourClass"		"EQUIP YOUR %loadoutclass%"
"Equip"					"EQUIP"
"Keep"					"KEEP"
"ClassBeingEquipped"	"%loadoutclass%"
"ChangeButton"			"CHANGE..."
"DoneButton"			"DONE!"
"EquipSelectedWeapon"	"EQUIP SELECTED WEAPON"
"ItemSel_PRIMARY"		"- PRIMARY WEAPON"
"ItemSel_SECONDARY"		"- SECONDARY WEAPON"
"ItemSel_MELEE"			"- MELEE WEAPON"
"ItemSel_PDA"			"- PDA"
"ItemSel_ITEM1"			"- ACCESSORY"
"ItemSel_PRIMARY_MOD"		"- PRIMARY WEAPON MOD"
"ItemSel_HEAD"			"- HEADWEAR"
"ItemSel_MISC"			"- MISC"
"ItemSel_ACTION"		"- ACTION"
"TF_BackCarat"			"<< BACK"
"TF_CancelCarat"		"<< CANCEL"
"TF_BackToMainMenu"		"<< BACK TO MAIN MENU"
"TF_ResumeGame"			"<< RESUME GAME"
"InventoryCountOne"		"(1 OTHER IN INVENTORY)"
"InventoryCountMany"	"(%s1 OTHERS IN INVENTORY)"
"CurrentlyEquipped"		"CURRENTLY EQUIPPED:"
"CurrentlyEquippedCarat"	"CURRENTLY EQUIPPED >"
"ItemsFoundShort"		"(%s1 ITEMS IN INVENTORY)"
"ItemsFoundShortOne"	"(ONE ITEM IN INVENTORY)"
"NoItemsExistShort"		"(NO ITEMS EXIST YET)"
"NoItemsExistLong"		"(NO SPECIAL ITEMS FOR %loadoutclass% EXIST YET.)"
"NoItemsFoundShort"		"(NO ITEMS FOUND YET)"
"NoItemsFoundLong"		"(NO SPECIAL ITEMS FOR %loadoutclass% HAVE BEEN ACQUIRED YET.)"
"NoItemsAvailableTitle"	"AVAILABLE:"
"NoItemsAvailableTitle2" "BASE INVENTORY ONLY."
"ItemAcquireReason_Achievement" "ACHIEVEMENT EARNED"
"NoItemsToEquip"		"YOU HAVE NO ITEMS FOR THIS LOADOUT SLOT"
"QuickSwitchEquipped"	"(equipped)"
"SelectNoItemSlot"		"Empty"
"BackpackTitle"			"BACKPACK"
"X_DeleteItem"			"X DELETE"
"X_Delete"				"X DELETE"
"X_DiscardItem"			"X DISCARD"
"DiscardItem"			"Permanently Discard"
"DeleteConfirmTitle"	"ARE YOU SURE?"
"ConfirmTitle"			"ARE YOU SURE?"
"ConfirmButtonText"		"CONTINUE"
"DeleteItemConfirmText"		"Deleting this item will permanently destroy it. This cannot be undone."
"MultiDeleteItemConfirmText"		"Deleting these items will permanently destroy all of them. This cannot be undone."
"X_DeleteConfirmButton"	"X YEAH, DELETE IT"
"Backpack_Delete_Item"	"BACKPACK - OUT OF ROOM"
"DiscardExplanation"	"You've received this item, but you don't have room for it in your backpack."
"DiscardExplanation2"	"Delete an item below to make room or press discard to throw your new item away."
"DeleteConfirmDefault"	"Delete?"
"Discarded"				"DISCARDED!"
"ItemPanelEquipped"		"Equipped"

"BackpackApplyTool"		"Select the item to apply the %s1 to:"
"ApplyOnItem"			"USE WITH..."
"ConsumeItem"			"USE"
"RefurbishItem"			"RESTORE"
"CustomizeItem"			"CUSTOMIZE"
"ShowBaseItems"			"STOCK ITEMS"
"ShowBackpackItems"		"SPECIAL ITEMS"
"ShowBaseItemsCheckBox"	"Show Stock Items"
"WrapGift"			"WRAP GIFT"
"UnwrapGift"			"UNWRAP GIFT"
"DeliverGift"			"DELIVER GIFT"
"NoAction"			"NO ACTION"

"RefurbishItem_RemovePaintTitle"	"Remove Paint?"
"RefurbishItem_RemovePaint"			"Remove the custom color from this item, restoring its original color?\n\n(Paint will be discarded)"

"RefurbishItem_RemoveNameTitle"		"Remove Name?"
"RefurbishItem_RemoveName"			"Remove the custom name from this item, restoring its original name?\n\n(Name Tag will be discarded)"

"RefurbishItem_RemoveDescTitle"		"Remove Desc?"
"RefurbishItem_RemoveDesc"			"Remove the description from this item, restoring its original description?\n\n(Description Tag will be discarded)"

"RefurbishItem_Yes"					"Yes, Wipe It"
"RefurbishItem_No"					"No, Leave It"

"ToolConfirmWarning"	"Remember, once you have used a tool, it's gone!"

"ToolItemRenameOldItemName"	"Current Item Name:"
"ToolItemRenameNewItemName"	"New Item Name:"

"ToolItemRenameOldItemDesc"	"Current Item Desc:"
